,R0000100,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race,sex,dob,yadultid,jobsatisfaction1,jobsatisfaction2,jobsatisfaction3,jobsatisfaction4,jobsatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age
5570,5841,1,2,1,2,19,19,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,584102,5841,1,1,1980,584102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5571,5844,1,2,2,3,23,24,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,584401,5844,1,1,1982,584401,2,4,-7,-7,-7,-2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,1,3,-2,3,0,3,3,0,2,1,2,3,2,4,1,4,1,3,1,1,4,7,6,39
5572,5844,1,2,2,3,23,24,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,584402,5844,1,2,1986,584402,1,-7,-7,-7,-7,900,-7,-7,-7,-7,1,1,1,3,1,3,1,3,3,1,3,1,3,3,1,1,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,1,3,2,3,-2,3,2,2,3,-7,-2,34
5573,5844,1,2,2,3,23,24,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,584403,5844,1,2,1990,584403,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5574,5849,1,2,3,3,22,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,584901,5849,1,1,1976,584901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5575,5849,1,2,3,3,22,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,584902,5849,1,2,1985,584902,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5576,5852,1,2,3,4,30,30,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585201,5852,1,1,1981,585201,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5577,5852,1,2,3,4,30,30,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585202,5852,1,1,1984,585202,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5578,5852,1,2,3,4,30,30,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585203,5852,1,2,1987,585203,1,-7,-7,-7,-7,29000,-7,-7,0,-7,3,2,3,3,2,3,2,4,4,1,3,2,3,3,2,2,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,3,2,3,1,4,2,3,2,2,3,-7,7,33
5579,5852,1,2,3,4,30,30,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585204,5852,1,1,1992,585204,1,4,-7,-7,-7,0,-7,295000,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28
5580,5853,1,2,4,3,25,21,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585301,5853,1,2,1989,585301,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5581,5853,1,2,4,3,25,21,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,585302,5853,1,1,1991,585302,1,1,3,-7,-7,28000,-7,200,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,1,2,3,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30
5582,5855,1,2,1,2,20,19,5,-4,-4,-4,-4,-4,-4,-5,-5,-5,585501,5855,1,1,1976,585501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5583,5855,1,2,1,2,20,19,5,-4,-4,-4,-4,-4,-4,-5,-5,-5,585502,5855,1,1,1977,585502,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5584,5855,1,2,1,2,20,19,5,-4,-4,-4,-4,-4,-4,-5,-5,-5,585503,5855,1,2,1987,585503,1,-7,-7,-7,-7,30000,-7,5000,50000,-7,2,2,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,2,3,2,3,-2,2,2,2,3,-7,-7,33
5585,5858,3,2,2,3,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,585801,5858,3,2,1978,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5586,5858,3,2,2,3,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,585802,5858,3,1,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5587,5858,3,2,2,3,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,585803,5858,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5588,5861,1,2,2,2,21,-5,-3,6,5,6,4,7,-4,-5,-4,-4,586101,5861,1,2,1981,586101,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5589,5861,1,2,2,2,21,-5,-3,6,5,6,4,7,-4,-5,-4,-4,586102,5861,1,2,1983,586102,1,-7,-7,-7,-7,51000,-7,-7,17000,-7,2,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,3,1,4,2,2,3,1,3,5,9,37
5590,5861,1,2,2,2,21,-5,-3,6,5,6,4,7,-4,-5,-4,-4,586103,5861,1,1,1984,586103,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5591,5861,1,2,2,2,21,-5,-3,6,5,6,4,7,-4,-5,-4,-4,586104,5861,1,1,2000,586104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5592,5862,1,2,3,4,24,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,586201,5862,1,1,1983,586201,2,1,-7,-7,-7,18000,-7,-7,-7,-7,2,3,2,4,2,3,2,4,4,1,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,2,2,4,2,4,2,2,2,1,3,7,1,37
5593,5862,1,2,3,4,24,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,586202,5862,1,1,1985,586202,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5594,5862,1,2,3,4,24,25,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,586203,5862,1,2,1992,586203,2,1,-7,-7,-7,17000,-7,-7,17000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
5595,5868,1,2,2,3,19,27,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,586801,5868,1,1,1984,586801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5596,5868,1,2,2,3,19,27,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,586802,5868,1,2,1987,586802,2,3,2,-7,-7,72000,-7,-7,75000,-7,2,2,2,4,2,4,1,3,3,1,4,1,3,3,3,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,4,1,4,2,3,2,1,3,-7,3,33
5597,5868,1,2,2,3,19,27,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,586803,5868,1,1,1997,586803,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5598,5868,1,2,2,3,19,27,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,586804,5868,1,2,2001,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5599,5870,1,2,1,3,27,21,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,587001,5870,1,1,1983,587001,1,4,-7,-7,-7,38000,-7,-7,-7,-7,2,2,2,4,2,4,2,3,3,1,3,1,3,3,2,1,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,3,2,3,2,2,2,1,3,6,9,37
5600,5870,1,2,1,3,27,21,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,587002,5870,1,1,1987,587002,1,2,-7,-7,-7,40000,-7,-7,-7,-7,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,2,2,2,3,-7,-7,33
5601,5870,1,2,1,3,27,21,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,587003,5870,1,1,1991,587003,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5602,5873,1,2,1,3,29,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,587301,5873,1,2,1983,587301,1,2,-7,-7,-7,45000,-7,-7,-7,-7,1,2,2,4,2,4,2,4,4,1,4,1,4,3,2,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,2,3,1,4,1,3,3,1,4,7,-7,38
5603,5873,1,2,1,3,29,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,587302,5873,1,2,1987,587302,2,2,-7,-7,-7,59000,-7,-7,-2,-7,1,2,2,4,2,3,2,4,4,1,4,1,3,3,3,2,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,1,3,1,4,2,3,1,1,3,-7,9,33
5604,5873,1,2,1,3,29,20,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,587303,5873,1,1,1989,587303,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5605,5874,1,2,4,3,22,23,8,-4,-4,-4,-4,-4,-5,-5,-5,-5,587401,5874,1,1,1995,587401,2,2,-7,-7,-7,48000,-7,-7,-7,-7,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,2,3,2,3,3,3,3,3,3,2,3,7,-7,25
5606,5874,1,2,4,3,22,23,8,-4,-4,-4,-4,-4,-5,-5,-5,-5,587402,5874,1,1,1997,587402,2,2,-7,-7,-7,30000,-7,-7,-7,-7,2,2,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,0,0,0,0,0,0,3,0,0,0,0,2,2,3,2,3,2,3,3,3,3,2,3,-7,-7,23
5607,5878,1,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-4,-4,587801,5878,1,1,1980,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5608,5878,1,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-4,-4,587802,5878,1,1,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5609,5878,1,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-4,-4,587803,5878,1,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5610,5880,1,2,2,2,16,21,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,588001,5880,1,2,1974,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5611,5883,1,2,2,2,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,588301,5883,1,2,1983,588301,1,-7,-7,-7,-7,54000,-7,-7,0,-7,1,1,1,4,1,3,1,4,4,1,3,1,4,4,1,1,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,3,2,3,2,3,2,1,3,5,3,37
5612,5883,1,2,2,2,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,588302,5883,1,1,1988,588302,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5613,5887,2,2,2,3,23,26,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,588701,5887,2,1,1979,588701,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5614,5887,2,2,2,3,23,26,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,588702,5887,2,1,1986,588702,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,3,1,1,4,4,4,2,4,4,1,4,2,4,1,3,3,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,4,1,4,1,3,3,1,3,-7,9,34
5615,5888,2,2,2,3,30,18,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,588801,5888,2,2,1981,588801,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5616,5888,2,2,2,3,30,18,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,588802,5888,2,1,1982,588802,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5617,5888,2,2,2,3,30,18,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,588803,5888,2,1,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5618,5888,2,2,2,3,30,18,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,588804,5888,2,1,1993,588804,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5619,5889,2,2,3,3,23,25,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,588901,5889,2,1,1975,588901,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5620,5889,2,2,3,3,23,25,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,588902,5889,2,2,1982,588902,4,-7,-7,-7,-7,31000,-7,-7,90000,-7,4,1,1,4,3,3,2,3,4,1,3,1,3,2,1,3,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,1,2,2,3,2,4,3,4,2,1,3,7,9,38
5621,5889,2,2,3,3,23,25,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,588903,5889,2,2,1987,588903,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5622,5889,2,2,3,3,23,25,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,588904,5889,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5623,5892,3,2,3,3,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,589201,5892,3,2,1981,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5624,5892,3,2,3,3,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,589202,5892,3,1,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5625,5895,2,2,1,4,18,16,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,589501,5895,2,1,1983,589501,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5626,5895,2,2,1,4,18,16,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,589502,5895,2,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5627,5897,2,2,3,3,21,21,12,-4,-4,-4,-4,-4,-4,-5,-5,-5,589701,5897,2,1,1983,589701,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,1,1,1,4,1,4,4,4,4,1,4,1,4,4,1,1,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,4,1,1,1,1,4,1,4,4,1,4,5,4,37
5628,5897,2,2,3,3,21,21,12,-4,-4,-4,-4,-4,-4,-5,-5,-5,589702,5897,2,2,1985,589702,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
5629,5897,2,2,3,3,21,21,12,-4,-4,-4,-4,-4,-4,-5,-5,-5,589703,5897,2,2,1993,589703,1,1,-7,-7,-7,30000,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27
5630,5899,2,2,2,3,17,29,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,589901,5899,2,2,1983,589901,4,1,1,-7,-7,14000,-7,-7,-7,-7,1,3,1,4,2,4,1,4,4,1,3,2,3,2,1,1,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,2,2,2,2,3,2,2,1,1,3,3,9,37
5631,5899,2,2,2,3,17,29,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,589902,5899,2,1,1994,589902,2,-7,-7,-7,-7,26000,-7,-7,-7,-7,1,1,1,4,1,4,1,4,4,1,4,1,4,4,1,1,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,2,2,2,3,2,2,2,2,3,5,-7,26
